id,price
0,2872.1164059888083
1,5640.45259864182
2,9642.885726420987
3,4045.2464918636924
4,1652.6660670859594
5,5916.326840355117
6,4758.8211831634835
7,4273.225730050591
8,5551.879283698604
9,15876.936453601144
10,4514.9472857487945
11,763.6791726901712
12,2968.2212981323946
13,1579.9138914018713
14,2597.620822586663
15,1190.3056883098739
16,1558.77817195747
17,4045.869699666909
18,3938.762489004833
19,865.4667720461168
20,2169.345555330835
21,4964.759462412854
22,4281.561468759068
23,638.7133067602009
24,16454.3938258965
25,1248.4074695103996
26,616.2033643248828
27,1010.9196500777565
28,1605.7114292895658
29,833.7883260701834
30,10331.351637536649
31,601.8456671021294
32,4020.7871096040603
33,712.6353307781897
34,723.9378216786034
35,2499.7693918787613
36,6345.553907673166
37,2546.4881670453215
38,2759.025230355735
39,726.9625319151954
40,559.2665542909951
41,8984.536236676926
42,922.1830356860546
43,1847.8729049708872
44,10229.465612188998
45,2383.539223984308
46,1017.608885404942
47,795.5174002577298
48,1305.0756848583853
49,2903.474762429745
50,673.3510339237811
51,4597.676060528441
52,2874.936642822703
53,7205.6535681843825
54,5581.783907400076
55,2197.249938931006
56,9191.355148739753
57,2241.674009708628
58,4346.134650662225
59,2587.989511725524
60,1305.066408834014
61,602.1408114737131
62,6946.027817485289
63,1088.8073434504558
64,8706.963410828588
65,17707.74170420749
66,825.7301308801549
67,11816.868707944916
68,5627.844619470792
69,9791.169553488297
70,490.24284194270143
71,688.0689224240463
72,790.7753922139144
73,1376.207239425451
74,5305.487277430814
75,1873.1995735917553
76,8803.865848772697
77,14621.918923750953
78,2754.2055801745732
79,6559.637564107504
80,10983.875854089394
81,2020.9567645249535
82,14264.725197926982
83,6584.285823394632
84,901.9308364774083
85,7473.502488358523
86,1033.611499563769
87,12219.018134448856
88,8442.885098630808
89,14755.037176393122
90,4955.222098128275
91,1268.388521793914
92,992.608153846194
93,823.6445015926635
94,13972.294915687507
95,532.1250959496266
96,14533.582189083978
97,14970.444193114077
98,12545.420729584408
99,644.2516754963518
100,2473.733885618628
101,728.0003357034321
102,654.9330853218287
103,487.67871148991236
104,1216.2747350705347
105,1675.7549101007037
106,1398.2124680723946
107,761.430546950206
108,1090.3686848110383
109,714.9366597474958
110,685.5922189983232
111,1046.1234314960795
112,1786.0959858579517
113,1667.3487471203148
114,1661.29018359286
115,5127.32858590737
116,5154.916300020484
117,15499.914336232643
118,532.9938738050295
119,16766.772214679317
120,1404.238395171512
121,1633.8834200216902
122,1132.7955657175755
123,564.6868122594101
124,678.1905218567368
125,1562.3291627113554
126,1277.2152494583122
127,12724.366915237451
128,5620.49009383763
129,5222.056508789524
130,6134.51458870294
131,3064.9752448943136
132,6921.636930882096
133,1049.2931443376767
134,3371.540642090591
135,1085.7077183986808
136,693.1441094654133
137,6879.286348990685
138,583.4044281568791
139,4293.406410862562
140,851.978353686716
141,910.128113301646
142,3466.126591383536
143,4319.586359063991
144,712.7877094663297
145,6393.502390857686
146,16146.284195992748
147,5149.713851165451
148,2575.809580042116
149,1937.1600809294157
150,2912.4383952931466
151,1678.270584689473
152,12488.375612522294
153,2700.4075596725097
154,600.1789126278725
155,14442.656876731888
156,3449.8354168127994
157,2921.3050249813236
158,3793.9023142064234
159,856.6615349675711
160,7725.300831688942
161,9566.155263663284
162,704.0467851222794
163,633.2961788997957
164,5236.087795574616
165,11335.458057832366
166,3175.2210162650267
167,4601.4493880592045
168,3356.5889109196237
169,10583.091541135318
170,764.7331199746039
171,1603.9670174323599
172,4951.963695807908
173,2018.5063646952613
174,6343.074789423575
175,1769.62741644706
176,4314.1582479211065
177,3428.5989623615405
178,2553.252075964956
179,3323.2123921525954
180,3570.812913949312
181,1884.8200129731601
182,900.5155160979261
183,1574.273247044357
184,753.934514361406
185,3955.254244937518
186,954.4717265802585
187,892.5922077769828
188,551.4618467688172
189,1723.7001332212985
190,2179.291861822527
191,786.7885864449133
192,798.3047774506128
193,6395.959238618944
194,4073.6486662029647
195,2360.3049025926753
196,690.9378021241582
197,13094.403326784623
198,643.0699168764419
199,9140.393570330109
200,9825.967332592956
201,6558.126459490757
202,570.6680452102877
203,711.1295495806442
204,6406.462476746934
205,3601.9109710829625
206,670.2198756162563
207,3071.9983113752
208,908.9121266557758
209,8363.622233630831
210,2552.937683146067
211,7830.670039763656
212,10982.295081250993
213,442.383926207294
214,1403.6243631382724
215,861.1732641368002
216,2625.4452336636364
217,2566.8989376100108
218,839.3189212900423
219,1579.9315093030389
220,1924.6049418181226
221,2059.808720699769
222,9147.262245926146
223,1086.2853406989577
224,1192.533452805415
225,4507.315242448965
226,3903.484015060431
227,1732.1427662911397
228,6515.796708230502
229,1876.4022416691425
230,5184.407690611328
231,1461.5910195548347
232,1086.755944212187
233,1602.4384855235958
234,840.293727934701
235,8582.597880932683
236,1216.4667558380897
237,905.2519223326143
238,4468.926498185364
239,9024.450206535663
240,6420.771015046139
241,848.3336311786844
242,15370.788721902787
243,4368.880942237592
244,533.3456003900313
245,1017.4001549068507
246,2589.2935391853366
247,7438.151831683523
248,10956.448172086733
249,5655.2543583906
250,5267.392461147692
251,1415.7445345598094
252,2832.9808058541603
253,5095.780539474994
254,5166.699709749267
255,1277.0187911820155
256,677.3673196275791
257,1984.0835326116194
258,851.6522081176938
259,14852.766342210509
260,6290.015011760304
261,4847.134043896525
262,1722.6360204854207
263,3729.45184407284
264,738.7533833612129
265,2274.076470960019
266,9051.167702539611
267,1786.1910119137092
268,988.8545610747161
269,8715.26182903966
270,7632.221939916988
271,773.4011927168993
272,4420.781076918191
273,5030.107885789411
274,513.9036964056835
275,910.1270048198885
276,6343.904449574026
277,596.9334431708944
278,6923.65334741015
279,8492.187523824767
280,1620.970019351324
281,2781.9844179896463
282,3831.663615405319
283,8895.318163955915
284,8957.318001554742
285,10947.292899324746
286,4993.336378201607
287,16446.50721784196
288,1677.5060391903867
289,7141.8980635175285
290,454.5686678472218
291,8063.052055069003
292,17162.420802018547
293,834.4486720033879
294,7444.301627251462
295,1757.7895348173888
296,1961.3540558549291
297,687.6285658451967
298,305.25146980631945
299,5472.927186122108
300,2319.356263199724
301,1117.3489866195237
302,3790.613000914836
303,5509.960650412307
304,5885.667779802184
305,8688.716329341129
306,1055.841626244226
307,1002.7718563204113
308,1772.075270195198
309,2093.5365553433753
310,1736.1117884194553
311,468.68660692716526
312,7801.006559911576
313,5189.18089219963
314,2345.460157035453
315,10612.336212576474
316,579.3005823323585
317,1159.9066319478327
318,847.1753227029424
319,8167.685651051331
320,5102.850781559616
321,523.4408215223169
322,544.893315956379
323,559.2665542909951
324,874.1415984906497
325,5574.993342592493
326,1650.0800021206458
327,1828.8964260476862
328,6893.68509538823
329,629.6438674821867
330,16954.26203808582
331,2391.5629360254047
332,758.9324940483433
333,8667.66472865402
334,3534.9791755375704
335,1847.2520389618167
336,14864.624869299489
337,872.6545043609399
338,965.8449822285436
339,5930.153655765843
340,707.0736881496556
341,1564.4291974857765
342,602.9302500109835
343,4374.051612661998
344,4412.793100334629
345,1686.4679814219069
346,658.8222037619006
347,2561.2566773336325
348,4860.593000686652
349,752.8898138768558
350,3247.168321729536
351,492.4278294333464
352,2389.1740327400057
353,1900.2899871209668
354,672.1181894543254
355,1552.2165153419921
356,774.1867812612558
357,11642.913388277182
358,1453.2385650624667
359,476.60686556652234
360,1018.824428754341
361,8348.19631050024
362,559.0018667419174
363,8655.599972379117
364,3413.0597370690216
365,678.6630690662506
366,600.0935980034441
367,4562.762839910164
368,1706.5694226572232
369,678.6400904522637
370,673.5557088472109
371,745.1554893998319
372,6345.876813094991
373,843.5961904420286
374,494.11199699872276
375,889.7859560712167
376,737.5171067314902
377,4087.955518994878
378,2640.2749412178523
379,674.4442849594915
380,4725.901118004748
381,556.5983876280904
382,701.0238202787879
383,9582.079393528
384,1183.573907221208
385,686.9708443474348
386,16537.198200852705
387,11695.478581204381
388,800.1671756420752
389,825.1036212862477
390,2670.8276492477858
391,852.9403553313151
392,8497.917648915232
393,600.2996827488727
394,1972.891481207046
395,5054.340489069784
396,765.6708860873943
397,2078.9563110208446
398,1029.7961447696039
399,2237.2675183343654
400,5028.161260259831
401,613.4272981270542
402,2542.3778372611964
403,10694.188718812176
404,1381.9634856923994
405,1120.7806873788036
406,578.0138028557502
407,17484.873399410488
408,1966.6249380494344
409,5893.586948439514
410,850.6071463281562
411,716.0380485796106
412,4363.818734462434
413,1493.0612378277658
414,7171.542497202686
415,754.576975868009
416,1419.552189506499
417,7813.613255203154
418,390.41018720470026
419,4850.689708686339
420,13763.60204790852
421,4403.595249188903
422,4819.576147657095
423,849.6649014970986
424,1330.7829952646714
425,541.9779448357634
426,677.742293756582
427,14731.684140885429
428,1653.3757034841992
429,7572.8619059893745
430,4025.950635121794
431,16481.78991773101
432,1968.8008808780362
433,3184.903853015088
434,613.8768683966382
435,3152.7930805327205
436,2431.6380945802553
437,1179.6148938906565
438,6997.175632070337
439,598.5376940841398
440,3599.376173275904
441,1555.8771232918803
442,815.9658235593491
443,623.7036165607541
444,979.9477601264343
445,1158.1919386348102
446,2348.148611087377
447,5309.723698015362
448,827.7305572201924
449,2285.904696705059
450,759.1402788698454
451,1218.481996517945
452,6638.49357020456
453,6330.457164359727
454,2936.6425241597904
455,4847.084436140618
456,1050.603873245213
457,11982.11904855888
458,4014.4970706243275
459,5083.785534022597
460,12781.28366407079
461,510.19497567773504
462,730.5724655375701
463,616.6084363165563
464,996.9928449873378
465,4114.080445838849
466,755.08032906548
467,4127.183291971055
468,4707.065332674601
469,1414.8932688722807
470,2528.3806585000693
471,2379.856893564728
472,2452.5826126798083
473,6795.0771607296565
474,1502.8357077097255
475,1147.1700047400573
476,16002.507085314946
477,5386.393273363669
478,2495.8435160149625
479,10836.187033626606
480,791.4695473364566
481,5645.568648835741
482,10915.939177329377
483,14817.505217521786
484,1226.9250522639338
485,4262.518147571428
486,12007.13308705287
487,3100.370308609686
488,2511.0624441617106
489,1990.6717308343793
490,581.0788749103558
491,639.9052660011091
